"ID,Name,Author,genre",,,
70829,The Adventures of Pinocchio,Carlo Collodi,"{""Children's literature"", ""Fantasy"",""Speculative fiction"", ""Humour"", ""Fiction""}"
70850,Smith of Wootton Major,J. R. R. Tolkien,"{""Fantasy"", ""Fiction"", ""Novella""}"
71290,"England, England",Julian Barnes,"{""Speculative fiction"", ""Fiction""}"
71416,Dune,Frank Herbert,"{""Conspiracy fiction"", ""Science Fiction"", ""Philosophy"", ""Adventure novel"", ""Planetary romance"", ""Fiction"", ""Military science fiction""}"
71479,Feersum Endjinn,Iain Banks,"{""Science Fiction"",""Speculative fiction""}"
71480,Against a Dark Background,Iain Banks,"{""Science Fiction"",""Speculative fiction"", ""Fiction""}"
71567,Just Like That,Lily Brett,"{""Autobiographical novel""}"
71791,Memoirs of a Fox-Hunting Man,Siegfried Sassoon,"{""Roman"", ""Poetry"", ""Fiction""}"
71989,Uncle Tom's Cabin,Harriet Beecher Stowe,"{""Novel""}"
72018,The Beach,Alex Garland,"{""Fiction""}"
72084,Murder Must Advertise,Dorothy L. Sayers,"{""Mystery"", ""Fiction"", ""Suspense""}"
72398,The Man Who Would Be King,Rudyard Kipling,"{""Lost World"", ""Adventure novel""}"
73408,To Kill a Mockingbird,Harper Lee,"{""Fiction""}"
73530,Mildred Pierce,James M. Cain,"{""Mystery"", ""Hardboiled"", ""Novel"", ""Suspense"", ""Fiction""}"
73670,A Christmas Carol,Charles Dickens,"{""Ghost story"", ""Morality play"", ""Novella"",""Speculative fiction"", ""Fairy tale"", ""Fiction""}"
74257,About a Boy,Nick Hornby,"{""Fiction"", ""Novel""}"
74960,Miss Lulu Bett,Zona Gale,"{""Fiction"", ""Novel""}"
75214,Flatland: A Romance of Many Dimensions,Edwin Abbott Abbott,"{""Science Fiction"", ""Novella"",""Speculative fiction"", ""Science"", ""Fiction"",""Mathematics"", ""Scientific romance""}"
75702,Sick Puppy,Carl Hiaasen,"{""Novel""}"
76028,The Prisoner of Zenda,Anthony Hope,"{""History"",""Children's literature"", ""Fiction"", ""Romance novel"", ""Novel""}"
76033,The Great Gatsby,F. Scott Fitzgerald,"{""Fiction"", ""Novel""}"
77652,For Whom the Bell Tolls,Ernest Hemingway,"{""War novel"", ""Fiction""}"
78016,From Russia with Love,Ian Fleming,"{""Spy fiction""}"
78145,The Tombs of Atuan,Ursula K. Le Guin,"{""Science Fiction"",""Children's literature"",""Speculative fiction"", ""Fantasy"", ""Fiction"", ""Bildungsroman""}"
78797,Good Omens,Neil Gaiman,"{""Science Fiction"",""Speculative fiction"", ""Fantasy"", ""Comedy"", ""Comic novel"", ""Fiction""}"
78799,Coraline,Neil Gaiman,"{""Fantasy"",""Speculative fiction"", ""Horror"",""Children's literature""}"
79078,The Sandman: Dream Country,Neil Gaiman,"{""Fantasy"", ""Fiction"", ""Graphic novel""}"
79498,Tartarin de Tarascon,Alphonse Daudet,"{""Children's literature"", ""Fiction"", ""Novel""}"
79569,SS-GB,Len Deighton,"{""Alternate history"",""Speculative fiction""}"
79578,Finnegans Wake,James Joyce,"{""Novel""}"
80124,The Virgin Suicides,Jeffrey Eugenides,"{""Fiction"", ""Novel""}"
80394,What Makes Sammy Run?,Budd Schulberg,"{""Satire"", ""Fiction"", ""Novel""}"
80497,The Razor's Edge,W. Somerset Maugham,"{""Novel""}"
81166,King Solomon's Mines,H. Rider Haggard,"{""Lost World"",""Speculative fiction"", ""Adventure novel""}"
81812,Babel-17,Samuel R. Delany,"{""Science Fiction"",""Speculative fiction""}"
81816,The Languages of Pao,Jack Vance,"{""Science Fiction"",""Speculative fiction"", ""Fiction""}"
82163,The Count of Monte Cristo,Auguste Maquet,"{""Romance novel"", ""Fiction"", ""Adventure novel"", ""Historical novel""}"
82287,Cat's Cradle,Kurt Vonnegut,"{""Science Fiction"", ""Satire"",""Speculative fiction""}"
82960,Excellent Women,Barbara Pym,"{""Fiction"", ""Novel""}"
83545,The Scarlet Pimpernel,Baroness Emma Orczy,"{""Adventure novel"", ""Historical novel""}"
84229,The Robe,Andrew Greeley,"{""Speculative fiction"", ""Fiction""}"
84791,The Legend of Sleepy Hollow,Washington Irving,"{""Speculative fiction""}"
84938,The Thirty-nine Steps,"John Buchan, 1st Baron Tweedsmuir","{""Thriller"", ""Novel""}"
85766,Dead Air,Iain Banks,"{""Fiction"", ""Novel""}"
86351,The Exorcist,William Peter Blatty,"{""Science Fiction"",""Speculative fiction"", ""Horror"", ""Fiction""}"
86928,A Severed Head,Iris Murdoch,"{""Fiction"", ""Novel""}"
87742,Coming Up for Air,George Orwell,"{""Fiction""}"
88353,Shadow Puppets,Orson Scott Card,"{""Science Fiction"",""Speculative fiction"", ""Fantasy"", ""Fiction""}"
89960,The Road to Mars,Eric Idle,"{""Science Fiction"",""Speculative fiction"", ""Comedy"", ""Fiction""}"
90022,Regeneration,Pat Barker,"{""War novel"", ""Fiction""}"
90118,House of Leaves,Mark Z. Danielewski,"{""Horror"",""Speculative fiction"", ""Ergodic literature"", ""Romance novel"", ""Satire"", ""Fiction"",""Chivalric romance""}"
90119,The Whalestoe Letters,Mark Z. Danielewski,"{""Epistolary novel"",""Speculative fiction"", ""Novella""}"
92318,Restoree,Anne McCaffrey,"{""Science Fiction"",""Speculative fiction"", ""Fantasy"", ""Fiction"", ""Novel""}"
92551,Mister Roberts,Thomas Heggen,"{""War novel""}"
92695,Elmer Gantry,Sinclair Lewis,"{""Fiction"", ""Novel""}"
92699,Sons and Lovers,D. H. Lawrence,"{""Autobiographical novel"", , ""Fiction""}"
95531,Survivor,Chuck Palahniuk,"{""Novel"",""Speculative fiction"",""Mystery"", ""Satire"", ""Fiction"", ""Black comedy"",""Autobiography"", ""Suspense""}"
96881,The Jungle,"Upton Sinclair, Jr.","{""Politics"", ""Fiction""}"
100141,Level 7,Mordecai Roshwald,"{""Science Fiction"",""Speculative fiction"", ""Dystopia""}"
101904,Sounder,William Armstrong,"{""Children's literature""}"
102516,Nemesis,Isaac Asimov,"{""Science Fiction"",""Speculative fiction"",""Children's literature"", ""Fiction""}"
102540,Island of the Sequined Love Nun,Christopher Moore,"{""Speculative fiction"", ""Comedy"", ""Romance novel""}"
104114,Quartet in Autumn,Barbara Pym,"{""Fiction"", ""Novel""}"
104116,Some Tame Gazelle,Barbara Pym,"{""Comedy"", ""Fiction""}"
105309,Satyricon,Petronius Arbiter,"{""Novel"", ""Satire"", ""Historical fiction"", ""Poetry"", ""Fiction""}"
106086,"Guns, Germs, and Steel",Jared Diamond,"{""History""}"
113448,A Passage to India,E. M. Forster,"{""Fiction"", ""Romance novel"", ""Novel""}"
113470,A Room with a View,E. M. Forster,"{""Travel"", ""Fiction"", ""Romance novel"", ""Novel""}"
123422,"Alas, Babylon",Pat Frank,"{""Science Fiction"", ""Reference"", ""Novel"",""Speculative fiction"", ""Apocalyptic and post-apocalyptic fiction"", ""Fiction""}"
125588,Sister Carrie,Theodore Dreiser,"{""Fiction"", ""Romance novel"", ""Novel""}"
129394,The Accidental Tourist,Anne Tyler,"{""Fiction""}"
133721,The Remains of the Day,Kazuo Ishiguro,"{""Fiction"", ""Historical novel""}"
133874,Crime and Punishment,Fyodor Dostoyevsky,"{""Crime Fiction"", ""Novel"", ""Fiction"", ""Suspense""}"
140648,The Long Dark Tea-Time of the Soul,Douglas Adams,"{""Science Fiction"",""Speculative fiction"", ""Science"",""Mystery"", ""Fantasy"", ""Comedy"", ""Comic novel"", ""Fiction""}"
142161,The Railway Children,E. Nesbit,"{""Children's literature"", ""Fiction""}"
142164,Imperial Earth,Arthur C. Clarke,"{""Science Fiction"",""Speculative fiction""}"
142323,The Masque of the Red Death,Edgar Allan Poe,"{""Gothic fiction"", ""Horror"", ""Short story""}"
142739,The Ghost Road,Pat Barker,"{""War novel"", ""Fiction""}"
143623,Rosemary's Baby,Ira Levin,"{""Speculative fiction"", ""Horror""}"
143815,This Perfect Day,Ira Levin,"{""Science Fiction"",""Speculative fiction"", ""Horror"", ""Fiction"", ""Dystopia""}"
143827,The Boys from Brazil,Ira Levin,"{""Thriller"",""Speculative fiction"", ""Fiction""}"
143836,A Descent into the Maelstrom,Edgar Allan Poe,"{""Science Fiction""}"
144074,Sliver,Ira Levin,"{""Mystery"", ""Fiction"", ""Suspense""}"
144688,The Purloined Letter,Edgar Allan Poe,"{""Detective fiction"", ""Short story""}"
145429,The Tale of Genji,Murasaki Shikibu,"{""Fiction""}"
145627,Master and Commander,Patrick O'Brian,"{""Historical fiction"", ""Fiction"", ""Historical novel""}"
145636,The Devil and Daniel Webster,Stephen Vincent Benét,"{""Fantasy"", ""Short story""}"
146188,The End of Eternity,Isaac Asimov,"{""Novel"", ""Time travel"",""Speculative fiction"", ""Science Fiction"", ""Fiction""}"
147014,The Newcomes,William Makepeace Thackeray,"{""Fiction""}"
147951,Little Dorrit,Charles Dickens,"{""Fiction""}"
149096,A Man Called Horse,Dorothy M. Johnson,"{""Short story""}"
149134,Where Angels Fear to Tread,E. M. Forster,"{""Fiction"", ""Romance novel"", ""Novel""}"
149679,Shame,Salman Rushdie,"{""Speculative fiction"", ""Fiction"", ""Novel""}"
151636,Trent's Last Case,E. C. Bentley,"{""Mystery"", ""Detective fiction""}"
152925,Waverley,Walter Scott,"{""Historical novel""}"
153150,The Vampire Lestat,Anne Rice,"{""Children's literature"", ""Horror"",""Speculative fiction"", ""Fantasy"", ""Fiction"", ""Gothic fiction""}"
153449,The Tale of the Body Thief,Anne Rice,"{""Children's literature"", ""Horror"", ""Inspirational"",""Speculative fiction"", ""Fantasy"", ""Fiction"", ""Gothic fiction""}"
153476,Memnoch the Devil,Anne Rice,"{""Gothic fiction"", ""Fantasy"",""Speculative fiction"", ""Horror"", ""Fiction""}"
154524,The Further Adventures of Robinson Crusoe,Daniel Defoe,"{""Fiction"", ""Adventure novel"", ""Novel""}"
154527,"The 120 Days of Sodom, or the School of Libertinism","Donatien Alphonse François de Sade, Marquis de Sade","{""Erotica""}"
155311,War and Peace,Leo Tolstoy,"{""War novel"", ""Romance novel"", ""Historical novel""}"
155505,On the Beach,Nevil Shute,"{""Science Fiction"", ""Novel"",""Speculative fiction"", ""Apocalyptic and post-apocalyptic fiction"", ""Suspense"", ""Fiction""}"
155592,Son Excellence Eugène Rougon,Émile Zola,"{""Novel""}"
155594,La Curée,Émile Zola,"{""Novel""}"
155597,L'Argent,Émile Zola,"{""Novel""}"
155638,The Crying of Lot 49,Thomas Pynchon,"{""Speculative fiction"", ""Fiction"", ""Novel""}"
155763,Jack of Shadows,Roger Zelazny,"{""Science Fiction"",""Speculative fiction"", ""Fantasy"", ""Novel""}"
156205,Whose Body?,Dorothy L. Sayers,"{""Mystery""}"
156206,Clouds of Witness,Dorothy L. Sayers,"{""Mystery"", ""Fiction"", ""Suspense""}"
156207,Unnatural Death,Dorothy L. Sayers,"{""Mystery"", ""Fiction"", ""Suspense""}"
156208,The Unpleasantness at the Bellona Club,Dorothy L. Sayers,"{""Mystery"", ""Fiction"", ""Suspense""}"
156209,Strong Poison,Dorothy L. Sayers,"{""Mystery"", ""Fiction"", ""Suspense""}"
156211,Five Red Herrings,Dorothy L. Sayers,"{""Mystery"", ""Fiction"", ""Suspense""}"
156213,The Nine Tailors,Dorothy L. Sayers,"{""Mystery"", ""Fiction"", ""Suspense""}"
156215,Busman's Honeymoon,Dorothy L. Sayers,"{""Mystery"", ""Detective fiction""}"
156216,"Thrones, Dominations",Jill Paton Walsh,"{""Mystery"", ""Fiction"", ""Suspense""}"
156314,Light in August,William Faulkner,"{""Fiction""}"
156489,Harry Potter and the Order of the Phoenix,J. K. Rowling,"{""Fantasy"", ""Young adult literature"", ""Fiction""}"
157212,Consciousness Explained,Daniel Dennett,"{""Philosophy"", ""Science""}"
157837,Romance of the Three Kingdoms,Luo Guanzhong,"{""War novel"", ""Historical novel""}"
158297,The Dragon in the Sea,Frank Herbert,"{""Thriller"", ""Science Fiction"", ""Fiction""}"
158313,Destination: Void,Frank Herbert,"{""Science Fiction"",""Speculative fiction""}"
158341,Whipping Star,Frank Herbert,"{""Science Fiction"",""Speculative fiction"", ""Fiction""}"
158354,The Dosadi Experiment,Frank Herbert,"{""Science Fiction"",""Speculative fiction"", ""Fiction""}"
158680,The Transparent Society,David Brin,"{""Anthropology"",""Non-fiction"", ""Sociology""}"
158714,The Poisoned Chocolates Case,Anthony Berkeley Cox,"{""Mystery"", ""Detective fiction""}"
158943,Vurt,Jeff Noon,"{""Science Fiction"",""Speculative fiction"", ""Fantasy"", ""Fiction""}"
159063,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,"{""Non-fiction""}"
159929,The Dice Man,George Cockcroft,"{""Fiction"", ""Novel""}"
159934,The Search for the Dice Man,George Cockcroft,"{""Novel""}"
159941,Anna Karenina,Leo Tolstoy,"{""Novel""}"
159942,Adventures of Wim,George Cockcroft,"{""Comic novel"",""Speculative fiction"", ""Comedy""}"
160046,High Fidelity,Nick Hornby,"{""Fiction"", ""Novel""}"
160106,The Red House Mystery,A. A. Milne,"{""Mystery"", ""Fiction"", ""Suspense""}"
160117,"Hans Brinker, or The Silver Skates",Mary Mapes Dodge,"{""Children's literature"", ""Fiction""}"
160428,Dreamcatcher,Stephen King,"{""Speculative fiction"", ""Horror"", ""Fiction"", ""Suspense""}"
160906,Foucault's Pendulum,Umberto Eco,"{""Speculative fiction""}"
161270,Chitty Chitty Bang Bang,Ian Fleming,"{""Speculative fiction"", ""Fantasy"",""Children's literature""}"
161446,East of Eden,John Steinbeck,"{""Novel""}"
161502,The Old Man and the Sea,Ernest Hemingway,"{""Sea story"",""Children's literature"", ""Fiction"", ""Novella""}"
161697,The Children of Men,P. D. James,"{""Speculative fiction"", ""Dystopia"", ""Utopian and dystopian fiction""}"
161884,The Spy Who Came in from the Cold,John le Carré,"{""Spy fiction""}"
161903,The Heart Is a Lonely Hunter,Carson McCullers,"{""Fiction""}"
162096,The Postman,David Brin,"{""Science Fiction"", ""Apocalyptic and post-apocalyptic fiction"",""Children's literature"",""Speculative fiction"", ""Fiction""}"
162189,The Phantom of the Opera,Gaston Leroux,"{""Children's literature"", ""Horror"", ""Novel"",""Speculative fiction"", ""Romance novel"", ""Fiction"", ""Gothic fiction""}"
162770,Murder on the Orient Express,Agatha Christie,"{""Crime Fiction""}"
163234,Harry Potter and the Chamber of Secrets,J. K. Rowling,"{""Speculative fiction"", ""Fantasy"", ""Fiction""}"
163629,American Psycho,Bret Easton Ellis,"{""Satire"", ""Horror"",""Speculative fiction"", ""Suspense"", ""Fiction""}"
163678,Kalimantaan,C. S. Godshalk,"{""Speculative fiction"", ""Novel""}"
164304,Creatures of Light and Darkness,Roger Zelazny,"{""Science Fiction"",""Speculative fiction""}"
165167,My Left Foot,Christy Brown,"{""Autobiography""}"
165361,The Pearl,Gregory McElwain,"{""Fiction"", ""Novella""}"
165372,Barchester Towers,Anthony Trollope,"{""Historical fiction"", ""Fiction""}"
165667,Our Man in Havana,Graham Greene,"{""Speculative fiction"", ""Fiction"", ""Novel""}"
165769,East Wind: West Wind,Pearl S. Buck,"{""Novel""}"
167963,Treasure Island,Robert Louis Stevenson,"{""Business"",""Children's literature"", ""Adventure"", ""Adventure novel"",""Speculative fiction"", ""Young adult literature"", ""Fiction""}"
168026,Seven Brothers,Aleksis Kivi,"{""Autobiography"", ""Biography"", ""Fiction""}"
168256,Steppenwolf,Hermann Hesse,"{""Existentialism"",""Speculative fiction"", ""Fiction"",""Autobiography"", ""Novel""}"
168425,Goldfinger,Ian Fleming,"{""Spy fiction""}"
168590,Ironweed,William Kennedy,"{""Mystery"", ""Fiction""}"
168676,Small Gods,Terry Pratchett,"{""Science Fiction"",""Speculative fiction"", ""Fantasy"", ""Fiction""}"
168698,Jingo,Terry Pratchett,"{""Science Fiction"",""Speculative fiction"", ""Fantasy"", ""Fiction""}"
168729,The Pursuit of Love,Nancy Mitford,"{""Autobiography"", ""Fiction""}"
170003,Moonraker,Ian Fleming,"{""Spy fiction""}"
171648,Sophie's Choice,William Styron,"{""Novel""}"
172010,Season of the Jew,Maurice Shadbolt,"{""Novel""}"
173601,The White Plague,Frank Herbert,"{""Science Fiction"",""Speculative fiction"", ""Fiction""}"
173974,The Pilgrim's Progress,John Bunyan,"{""Speculative fiction""}"
174237,The Santaroga Barrier,Frank Herbert,"{""Science Fiction"",""Speculative fiction"", ""Fiction""}"
174523,The Anatomy of Melancholy,Robert Burton,"{""Philosophy""}"
175547,Red Storm Rising,Tom Clancy,"{""Techno-thriller"", ""Fiction"", ""Novel""}"
175656,Lady Chatterley's Lover,D. H. Lawrence,"{""Erotica"", ""Romance novel""}"
176395,The Sorrows of Young Werther,Johann Wolfgang von Goethe,"{""Epistolary novel""}"
176956,"The History of Tom Jones, a Foundling",Henry Fielding,"{""Fiction"", ""Novel""}"
177094,The Fall,Albert Camus,"{""Existentialism""}"
177375,The Man Who Fell to Earth,Walter Tevis,"{""Science Fiction"",""Speculative fiction""}"
178842,The Phantom Tollbooth,Norton Juster,"{""Children's literature"", ""Fantasy"",""Speculative fiction"", ""Fiction""}"
179860,The Hundred and One Dalmatians,Dodie Smith,"{""Children's literature"", ""Fiction""}"
180147,A Philosophical Investigation,Philip Kerr,"{""Thriller"", ""Techno-thriller"",""Speculative fiction""}"
180333,The Tortilla Curtain,T. Coraghessan Boyle,"{""Fiction"", ""Novel""}"
180441,Love in a Cold Climate,Nancy Mitford,"{""Fiction""}"
180464,The Fountainhead,Ayn Rand,"{""Fiction""}"
181163,The Last Continent,Terry Pratchett,"{""Science Fiction"",""Speculative fiction"", ""Fantasy"", ""Fiction""}"
181325,Laura Blundy,Julie Myerson,"{""Fiction"", ""Historical novel""}"
181622,Contact,Carl Sagan,"{""Science Fiction"",""Speculative fiction"",""Children's literature"", ""Fiction""}"
182128,American Gods,Neil Gaiman,"{""Science Fiction"",""Children's literature"", ""Horror"", ""Novel"",""Speculative fiction"", ""Fantasy"", ""Fiction""}"
182433,Stardust,Neil Gaiman,"{""Science Fiction"",""Speculative fiction"", ""Fantasy"", ""Fiction"", ""Novel""}"
182612,World on Fire: How Exporting Free Market Democracy Breeds Ethnic Hatred and Global Instability,Amy Chua,"{""Non-fiction""}"
183363,The Sword in the Stone,T. H. White,"{""Children's literature"", ""Fantasy"",""Speculative fiction"", ""Fiction""}"
184211,Children of the Mind,Orson Scott Card,"{""Science Fiction"",""Speculative fiction"", ""Fantasy"", ""Fiction""}"
185289,The Silver Chalice,Thomas B. Costain,"{""Historical novel""}"
185865,Slaughterhouse-Five,Kurt Vonnegut,"{""Science Fiction"", ""War novel"", ""Philosophy"",""Speculative fiction"", ""Fiction"", ""Black comedy"", ""Time travel""}"
187113,The Member of the Wedding,Carson McCullers,"{""Children's literature"", ""Fiction"", ""Novel""}"
187659,Magnificent Obsession,Lloyd C. Douglas,"{""Fiction"", ""Romance novel"", ""Novel""}"
187861,V.,Thomas Pynchon,"{""Speculative fiction"", ""Fiction"", ""Novel""}"
188071,Shogun: A Novel of Japan,James Clavell,"{""Historical fiction"", ""Fiction""}"
188341,Goodnight Moon,Margaret Wise Brown,"{""Children's literature"", ""Fiction""}"
188957,Eugene Onegin,Aleksandr Pushkin,"{""Novel"", ""Poetry"", ""Fiction""}"
189018,Elbow Room,Daniel Dennett,"{""Philosophy""}"
189288,The Adventures of Captain Underpants,Dav Pilkey,"{""Children's literature"", ""Humour""}"
189652,The Rowan,Anne McCaffrey,"{""Science Fiction"",""Speculative fiction"", ""Fantasy"", ""Fiction""}"
190089,Andromeda,Ivan Yefremov,"{""Science Fiction""}"
190309,Ecotopia,Ernest Callenbach,"{""Romance novel"", ""Science Fiction"",""Speculative fiction"", ""Fiction"", ""Utopian and dystopian fiction""}"
190433,The Bad Seed,William March,"{""Horror"", ""Novel""}"
191173,"Life, the Universe and Everything",Douglas Adams,"{""Science Fiction"",""Speculative fiction"", ""Fantasy"", ""Fiction"", ""Humour"", ""Comic science fiction""}"
191753,The Adventures of Tom Sawyer,Mark Twain,"{""Children's literature"", ""Reference"", ""Fiction"", ""Bildungsroman""}"
193041,Pebble in the Sky,Isaac Asimov,"{""Science Fiction"",""Speculative fiction"", ""Fiction""}"
193230,Dred: A Tale of the Great Dismal Swamp,Harriet Beecher Stowe,"{""Novel""}"
193850,Raintree County,"Ross Lockridge, Jr.","{""Fiction""}"
194869,The Tenant of Wildfell Hall,Anne Brontë,"{""Epistolary novel"", ""Novel""}"
196963,Ender's Shadow,Orson Scott Card,"{""Science Fiction"",""Speculative fiction""}"
198011,Cards on the Table,Agatha Christie,"{""Crime Fiction"",""Mystery"",""Children's literature"", ""Fiction"", ""Suspense""}"
198494,The Gambler,Fyodor Dostoyevsky,"{""Novel""}"
199525,The Bell Jar,Sylvia Plath,"{""Autobiographical novel"",""Autobiography"",""Children's literature"", ""Fiction"", ""Roman""}"
199780,Democracy in America,Alexis de Tocqueville,"{""Non-fiction""}"
200493,A Solitary Grief,Bernice Rubens,"{""Fiction""}"
200701,Xenocide,Orson Scott Card,"{""Science Fiction"",""Speculative fiction"", ""Fantasy"", ""Fiction""}"
201129,Sourcery,Terry Pratchett,"{""Science Fiction"",""Speculative fiction"", ""Fantasy"", ""Fiction""}"
201227,It Can't Happen Here,Sinclair Lewis,"{""Science Fiction"", ""Dystopia""}"
201439,My Brilliant Career,Miles Franklin,"{""Roman"",""Autobiography"", ""Biography"", ""Novel"", ""Fiction""}"
202147,Fanny Hill,John Cleland,"{""Fiction""}"
202349,The Restaurant at the End of the Universe,Douglas Adams,"{""Science Fiction"",""Speculative fiction"", ""Fiction"", ""Comic science fiction"", ""Humour""}"
203718,The Rebel Angels,Robertson Davies,"{""Speculative fiction"", ""Fiction"", ""Novel""}"
204232,Macrolife,George Zebrowski,"{""Science Fiction"",""Speculative fiction""}"
204817,Heidi,Johanna Spyri,"{""Children's literature""}"
205004,That Hideous Strength,C. S. Lewis,"{""Science Fiction"",""Speculative fiction"", ""Fantasy"", ""Fiction"", ""Dystopia""}"
205766,The Heart of the Matter,Graham Greene,"{""Speculative fiction"", ""Fiction""}"
205767,The Legacy of Heorot,Steven Barnes,"{""Science Fiction"",""Speculative fiction"", ""Fantasy"", ""Fiction""}"
205802,VALIS,Philip K. Dick,"{""Science Fiction"",""Speculative fiction"", ""Fantasy"", ""Fiction""}"
207945,Critique of Dialectical Reason,Jean-Paul Sartre,"{""Philosophy""}"
210455,The Velveteen Rabbit,Margery Williams,"{""Speculative fiction"",""Children's literature"", ""Fiction""}"
210518,Executive Orders,Tom Clancy,"{""Thriller"", ""Novel"", ""Fiction"", ""Suspense""}"
212444,Tell England,Ernest Raymond,"{""Fiction""}"
213055,The Woman Who Did,Grant Allen,"{""Fiction"", ""Romance novel""}"
213406,Au Bonheur des Dames,Émile Zola,"{""Novel""}"
214133,Brideshead Revisited,Evelyn Waugh,"{""Fiction""}"
214301,The Collector,John Fowles,"{""Thriller"", ""Horror""}"
214558,King Solomon's Carpet,Ruth Rendell,"{""Crime Fiction"",""Mystery""}"
215316,Planet of the Apes,Pierre Boulle,"{""Science Fiction"",""Speculative fiction"", ""Fantasy"", ""Fiction"", ""Dystopia""}"
216311,The Small House at Allington,Anthony Trollope,"{""Historical fiction"", ""Fiction"", ""Romance novel""}"
216750,Framley Parsonage,Anthony Trollope,"{""Historical fiction"", ""Fiction"", ""Romance novel""}"
217046,The Three Musketeers,Alexandre Dumas,"{""Speculative fiction"", ""Fiction"", ""Historical novel""}"
217142,The Strange Case of Dr Jekyll and Mr Hyde,Robert Louis Stevenson,"{""Science Fiction"",""Children's literature"", ""Horror"",""Speculative fiction"", ""Fantasy"", ""Fiction""}"
217444,Eminent Victorians,Lytton Strachey,"{""Autobiography"", ""Biography"", ""Reference""}"
217769,The Prime of Miss Jean Brodie,Muriel Spark,"{""Fiction""}"
218675,Death in the Clouds,Agatha Christie,"{""Crime Fiction"",""Mystery"", ""Fiction"", ""Suspense""}"
218875,The Mysterious Affair at Styles,Agatha Christie,"{""Crime Fiction"",""Mystery"", ""Reference"", ""Fiction"", ""Suspense""}"
219019,Sweep,Cate Tiernan,"{""Fantasy"", ""Young adult literature"", ""Fiction""}"
220116,The Invincible,Stanisław Lem,"{""Science Fiction"",""Speculative fiction""}"
220272,Mrs Dalloway,Virginia Woolf,"{""Fiction"", ""Novel""}"
221714,Battle Royale,Koushun Takami,"{""Thriller"", ""Alternate history"",""Speculative fiction"", ""Dystopia"", ""Utopian and dystopian fiction""}"
221840,Crooked House,Agatha Christie,"{""Crime Fiction"",""Mystery"",""Children's literature"", ""Fiction"", ""Suspense""}"
224500,A Study in Scarlet,Arthur Conan Doyle,"{""Crime Fiction"",""Mystery"", ""Detective fiction"", ""Novel""}"
224524,Phineas Finn,Anthony Trollope,"{""Fiction"", ""Picaresque novel""}"
224528,Cranford,Elizabeth Gaskell,"{""Fiction""}"
225464,Travels with My Aunt,Graham Greene,"{""Speculative fiction"", ""Fiction"", ""Novel""}"
225536,Ann Veronica,H. G. Wells,"{""Science Fiction"", ""Fiction"", ""Novel""}"
225762,Little Lord Fauntleroy,Frances Hodgson Burnett,"{""Historical fiction"",""Children's literature"", ""Fiction""}"
227520,Humphry Clinker,Tobias Smollett,"{""Epistolary novel"", ""Novel"", ""Picaresque novel""}"
228520,The Lover,Marguerite Duras,"{""Autobiographical novel""}"
